county,county_code,state,pop_total,pct_aian,pct_asian,pct_black,pct_nonwhite,pct_white,pm_24hr
Carter County,21043,Kentucky,27720,0.00241702741702742,0.00183982683982684,0.0053030303030303,0.0223304473304473,0.977669552669553,11
Christian County,21047,Kentucky,73955,0.00580082482590765,0.0101953890879589,0.212385910350889,0.28475424244473,0.71524575755527,21
Daviess County,21059,Kentucky,96656,0.00134497599735143,0.00708698890912101,0.0478604535672902,0.0881683496109916,0.911831650389009,19
Fayette County,21067,Kentucky,295803,0.00255237438430307,0.0322951423751618,0.145272360320889,0.242742636146354,0.757257363853646,17
Hardin County,21093,Kentucky,105543,0.00512587286698313,0.0199350027950693,0.116303307656595,0.19491581630236,0.80508418369764,15
Jefferson County,21111,Kentucky,741096,0.00241264289646685,0.0220457268693934,0.208132279758628,0.273084728564181,0.726915271435819,22
McCracken County,21145,Kentucky,65565,0.0022878059940517,0.00803782505910166,0.11018073667353,0.149515747731259,0.850484252268741,23
Perry County,21193,Kentucky,28712,0.00128865979381443,0.00515463917525773,0.0151504597380886,0.0350376149345222,0.964962385065478,14
Pike County,21195,Kentucky,65024,0.000984251968503937,0.00455216535433071,0.00536724901574803,0.0200848917322835,0.979915108267716,14
Pulaski County,21199,Kentucky,63063,0.00226757369614512,0.00459857602714746,0.0115281543852972,0.0386597529454672,0.961340247054533,14
Warren County,21227,Kentucky,113792,0.00276820866141732,0.0279808773903262,0.0906126968503937,0.163675829583802,0.836324170416198,16
Caddo Parish,22017,Louisiana,254969,0.00428287360424208,0.0105228478756241,0.471680871007848,0.509971800493393,0.490028199506607,23
Calcasieu Parish,22019,Louisiana,192768,0.00465844953519256,0.010753859561753,0.247873090969456,0.291822294156707,0.708177705843294,22
East Baton Rouge Parish,22033,Louisiana,440171,0.00249221325348558,0.0280958990937613,0.453244307326017,0.511719309086696,0.488280690913304,20
Iberville Parish,22047,Louisiana,33387,0.00185701021355617,0.00311498487435229,0.492826549255698,0.512385060053314,0.487614939946686,17
Jefferson Parish,22051,Louisiana,432552,0.0047115722502728,0.0385687732342007,0.263290887569587,0.37090800643622,0.62909199356378,18
Lafayette Parish,22055,Louisiana,221578,0.00336676023792976,0.0150330809015335,0.257575210535342,0.306311998483604,0.693688001516396,27
Orleans Parish,22071,Louisiana,343829,0.00304511835825367,0.0289969723321768,0.601668271146413,0.670103452588351,0.329896547411649,20
Ouachita Parish,22073,Louisiana,153720,0.00247853239656518,0.00946526151444184,0.365703877179287,0.39575852198803,0.60424147801197,18
Rapides Parish,22079,Louisiana,131613,0.00786396480590823,0.0118453344274502,0.319975990213733,0.366529142257984,0.633470857742016,18
St. Bernard Parish,22087,Louisiana,35897,0.0072429450929047,0.019221661977324,0.176895005153634,0.259576009137254,0.740423990862746,21
Tangipahoa Parish,22105,Louisiana,121097,0.00316275382544572,0.0061190615787344,0.302682973153753,0.337671453462926,0.662328546537074,18
Terrebonne Parish,22109,Louisiana,111860,0.0567405685678527,0.0101913105667799,0.188977293044878,0.29741641337386,0.70258358662614,20
West Baton Rouge Parish,22121,Louisiana,23788,0.00126114007062384,0.00332100218597612,0.377164957121238,0.400075668404237,0.599924331595763,21
Androscoggin County,23001,Maine,107702,0.00379751536647416,0.00722363558708288,0.0364988579599265,0.072078512933836,0.927921487066164,15
Aroostook County,23003,Maine,71870,0.0170446639766245,0.00434117155976068,0.00633087519131766,0.0432864894949214,0.956713510505079,15
Cumberland County,23005,Maine,281674,0.00319873328741737,0.0204811235683805,0.0240739294361567,0.0719910250857374,0.928008974914263,17
Hancock County,23009,Maine,54418,0.0040427799625124,0.00819581756036606,0.00406115623506928,0.0308170090778786,0.969182990922121,9
Kennebec County,23011,Maine,122151,0.00479734099598039,0.00730243714746502,0.00562418645774492,0.0380676375960901,0.96193236240391,14
Oxford County,23017,Maine,57833,0.00364843601404043,0.00620752857365172,0.00366572717998375,0.0318676188335379,0.968132381166462,13
Baltimore County,24005,Maryland,805029,0.00326075209712942,0.0497832997320593,0.260534713656278,0.353830731563708,0.646169268436292,21
Cecil County,24015,Maryland,101108,0.00290778177790086,0.0108497843889702,0.0621513628990782,0.107993432764964,0.892006567235036,14
Dorchester County,24019,Maryland,32618,0.00343368692133178,0.00922803360107916,0.27720890305966,0.323533018578699,0.676466981421301,10
Garrett County,24023,Maryland,30097,0.0014287138252982,0.00252516862145729,0.0100009967770874,0.02182941821444,0.97817058178556,10
Harford County,24025,Maryland,244826,0.002507903572333,0.0237964922026255,0.126857441611594,0.188145866860546,0.811854133139454,15
Howard County,24027,Maryland,287085,0.00301652820593204,0.143584652629012,0.174819304387202,0.378152811884982,0.621847188115018,14
Kent County,24029,Maryland,20197,0.00207951675991484,0.00816953012823687,0.151309600435708,0.199435559736595,0.800564440263405,10
Montgomery County,24031,Maryland,971777,0.00374468628090601,0.139384858871943,0.172174274550643,0.425425792131322,0.574574207868678,16
Prince George's County,24033,Maryland,863420,0.0049315512728452,0.0407356790438026,0.644668874939195,0.807672974913715,0.192327025086285,13
Washington County,24043,Maryland,147430,0.00212982432340772,0.013945601302313,0.0958624431933799,0.149108051278573,0.850891948721427,18
Baltimore City,24510,Maryland,620961,0.00365562410521756,0.0234282024152886,0.637368530390797,0.70395886376117,0.29604113623883,18
Berkshire County,25003,Massachusetts,131219,0.00191283274525793,0.0122771854685678,0.0272216675938698,0.07495103605423,0.92504896394577,17
Bristol County,25005,Massachusetts,548285,0.00386660222329628,0.0186800660240568,0.0325232315310468,0.115799264980804,0.884200735019196,17
Essex County,25009,Massachusetts,743159,0.00365735999967705,0.0312449960237311,0.0376568136832091,0.181374376142925,0.818625623857075,14
Franklin County,25011,Massachusetts,71372,0.00299837471277252,0.0125399316258477,0.0111528330437707,0.0579078630275178,0.942092136972482,20
Hampden County,25013,Massachusetts,463490,0.00403676454723942,0.0196724848432544,0.0898487561759693,0.234978100929901,0.765021899070099,22
Middlesex County,25017,Massachusetts,1503085,0.00171048210846359,0.0931038497490162,0.0465848571438076,0.200037922007072,0.799962077992928,14
Norfolk County,25021,Massachusetts,670850,0.00162629499888202,0.0861638220168443,0.0568651710516509,0.17739136915853,0.82260863084147,16
Plymouth County,25023,Massachusetts,494919,0.00245090610786816,0.0120706620679343,0.0719471267015411,0.145045957015188,0.854954042984812,16
Suffolk County,25025,Massachusetts,722023,0.00413283233359602,0.0823090123167822,0.216464018459246,0.440088473635881,0.559911526364119,16
Worcester County,25027,Massachusetts,798552,0.00247447880664002,0.0398408619601479,0.0417180095973712,0.144249842214408,0.855750157785592,16
Allegan County,26005,Michigan,111408,0.00570874623007324,0.00581645842309349,0.0121894298434583,0.0708656469912394,0.929134353008761,13
Bay County,26017,Michigan,107771,0.00523331879633668,0.00536322387284149,0.0157927457293706,0.0586428631078862,0.941357136892114,14
Genesee County,26049,Michigan,425790,0.0052889922262148,0.00911012470936377,0.20697292092346,0.254578548110571,0.745421451889429,15
Ingham County,26065,Michigan,280895,0.00550383595293615,0.0519731572295698,0.117648943555421,0.238459210737108,0.761540789262892,22
Kalamazoo County,26077,Michigan,250331,0.00423039895178783,0.0208204337457207,0.108919790197778,0.182506361577272,0.817493638422728,18
Kent County,26081,Michigan,602622,0.00507117231033716,0.0233197593184451,0.0973213722698474,0.200835681405591,0.799164318594409,18
Lenawee County,26091,Michigan,99892,0.0047551355463901,0.00519561126016097,0.0254174508469147,0.0772634445200817,0.922736555479918,19
Macomb County,26099,Michigan,840978,0.00314633676505212,0.0298022064786475,0.0864743191855197,0.146264230455493,0.853735769544507,16
Oakland County,26125,Michigan,1202362,0.00280780663394219,0.0564122951324144,0.136463061873213,0.227427347171651,0.77257265282835,23
Ottawa County,26139,Michigan,263801,0.00432523000291887,0.0255419805080345,0.0146853120344502,0.0991770311712238,0.900822968828776,18
St. Clair County,26147,Michigan,163040,0.00447129538763494,0.00476570166830226,0.0243866535819431,0.061261040235525,0.938738959764475,17
Washtenaw County,26161,Michigan,344791,0.00340496126639036,0.0786244420533019,0.126937768097195,0.254968952205829,0.745031047794171,20
Wayne County,26163,Michigan,1820584,0.00383997662288584,0.0252199294292381,0.405333123876734,0.477126021100921,0.522873978899079,27
Anoka County,27003,Minnesota,330844,0.00682194629493054,0.0388944638560772,0.043836370011244,0.130097568642623,0.869902431357377,16
Becker County,27005,Minnesota,32504,0.0755291656411519,0.00384568053162688,0.00424563130691607,0.116416441053409,0.883583558946591,14
Beltrami County,27007,Minnesota,44442,0.202601143062868,0.00695288240853247,0.00589532424283336,0.249381215966878,0.750618784033122,13
Carlton County,27017,Minnesota,35386,0.0589498671791104,0.00452156219974001,0.0140733623466908,0.103402475555304,0.896597524444696,8
Cass County,27021,Minnesota,28567,0.111877340987853,0.00308047747400847,0.00213533097630133,0.141176882416775,0.858823117583225,13
Cook County,27031,Minnesota,5176,0.0861669242658424,0.00521638330757342,0.00328438948995363,0.119204018547141,0.880795981452859,9
Crow Wing County,27035,Minnesota,62500,0.008416,0.003712,0.005008,0.034112,0.965888,12
Dakota County,27037,Minnesota,398552,0.00413245950340232,0.0437860053393284,0.0469424316024007,0.148168871314157,0.851831128685843,17
Hennepin County,27053,Minnesota,1152425,0.00919018591231533,0.0623945159120984,0.118239364817667,0.256494782740742,0.743505217259258,20
Lake County,27075,Minnesota,10866,0.00469353948094975,0.00285293576293024,0.00147248297441561,0.0230075464752439,0.976992453524756,10
Lyon County,27083,Minnesota,25857,0.00440886413737093,0.0262598135901303,0.0227017828827784,0.0965695943071509,0.903430405692849,17
Olmsted County,27109,Minnesota,144248,0.00244717431090899,0.0541151350451999,0.0476263102434696,0.143107703399701,0.8568922966003,17
Ramsey County,27123,Minnesota,508640,0.00794864737338786,0.116587370242215,0.110431739540736,0.299018952500786,0.700981047499214,17
St. Louis County,27137,Minnesota,200226,0.0223597335011437,0.00885998821331895,0.0136795421174073,0.0699909102713933,0.930009089728607,15
Scott County,27139,Minnesota,129928,0.00825072347761837,0.0565467027892371,0.0259836216981713,0.136352441352134,0.863647558647866,15
Stearns County,27145,Minnesota,150642,0.00313989458451162,0.0197952762177879,0.0309209914897572,0.0821815961020167,0.917818403897983,15
Wright County,27171,Minnesota,124700,0.00336006415396953,0.0118524458700882,0.0106495589414595,0.0495749799518845,0.950425020048115,16
Bolivar County,28011,Mississippi,34145,0.00123004832332699,0.00553521745497145,0.641968077317323,0.664782545028555,0.335217454971445,20
DeSoto County,28033,Mississippi,161252,0.00267903653908169,0.0126075955647062,0.218701163396423,0.277900429141964,0.722099570858036,18
Forrest County,28035,Mississippi,74934,0.00246883924520244,0.00664584834654496,0.361411375343636,0.403128086049057,0.596871913950944,19
Hancock County,28045,Mississippi,43929,0.0048487331830909,0.00953811832730087,0.0714334494297617,0.115800496255321,0.884199503744679,18
Harrison County,28047,Mississippi,187105,0.00461238342107373,0.0284439218620561,0.221228721840678,0.30324684000962,0.69675315999038,20
Hinds County,28049,Mississippi,245285,0.00152883380557311,0.00764009213771735,0.69050288439978,0.715559451250586,0.284440548749414,22
Jackson County,28059,Mississippi,139668,0.0040453074433657,0.0216441847810522,0.215038519918664,0.27875390211072,0.72124609788928,17
Buchanan County,29021,Missouri,89201,0.00443941211421397,0.00809407966278405,0.0522639880718826,0.109393392450757,0.890606607549243,17
Cass County,29037,Missouri,99478,0.00546854580912363,0.00644363577876515,0.0353545507549408,0.0826011781499427,0.917398821850057,15
Cedar County,29039,Missouri,13982,0.00593620369045916,0.00314690316120727,0.00100128736947504,0.0313259905592905,0.968674009440709,14
Clay County,29047,Missouri,221939,0.00529875326103119,0.0205056344310824,0.0518430739978102,0.12543536737572,0.87456463262428,15
Greene County,29077,Missouri,275174,0.0067448232754548,0.0164804814408338,0.0286800351777421,0.0883368341485751,0.911663165851425,17
Jackson County,29095,Missouri,674158,0.00497212819546753,0.015953233514992,0.239360802660504,0.330909074727289,0.669090925272711,18
Jefferson County,29099,Missouri,218733,0.00309509767616226,0.00647821773577832,0.00822006738809416,0.0353216021359374,0.964678397864063,18
St. Louis County,29189,Missouri,998954,0.00196405440090335,0.0346332263547671,0.233273003561726,0.29731699357528,0.70268300642472,21
St. Louis city,29510,Missouri,319294,0.00262454039224038,0.029098573728288,0.492210940387229,0.560696411457779,0.439303588542221,23
Fergus County,30027,Montana,11586,0.0123424823062317,0.00233039875712066,0.00215777662696358,0.0339202485758674,0.966079751424133,23
Flathead County,30029,Montana,90928,0.0113056484251276,0.00583978532465247,0.00221054020763681,0.0453765616751716,0.954623438324828,38
Gallatin County,30031,Montana,89513,0.00872498966630545,0.0114731938377666,0.0032285813233832,0.0494788466479729,0.950521153352027,40
Lewis and Clark County,30049,Montana,63395,0.0210584430948813,0.00558403659594605,0.00342298288508557,0.059783894628914,0.940216105371086,24
Lincoln County,30053,Montana,19687,0.0092446792299487,0.00304769644943364,0.00116828363894956,0.0409407223040585,0.959059277695942,45
Missoula County,30063,Montana,109299,0.026276544158684,0.0113084291713556,0.00407140047026963,0.0730015828141154,0.926998417185885,33
Powder River County,30075,Montana,1743,0.0154905335628227,0.00172117039586919,0.00057372346528973,0.0499139414802065,0.950086058519793,30
Ravalli County,30081,Montana,40212,0.00895255147717099,0.00517258529792102,0.00196458768526808,0.0414304187804635,0.958569581219536,36
Richland County,30083,Montana,9746,0.0165195977837061,0.00246254873794377,0.00133388056638621,0.0499692181407757,0.950030781859224,12
Silver Bow County,30093,Montana,34200,0.0191520467836257,0.00482456140350877,0.00324561403508772,0.0557894736842105,0.94421052631579,41
Yellowstone County,30111,Montana,147972,0.0397440056226854,0.00634579515043387,0.00631876300921796,0.092882437217852,0.907117562782148,27
Douglas County,31055,Nebraska,517110,0.00721509930188935,0.0265997563381099,0.116166773027016,0.236090967105645,0.763909032894355,18
Hall County,31079,Nebraska,58607,0.00902622553619875,0.0103571245755626,0.0174552527855034,0.173938266759943,0.826061733240057,19
Lancaster County,31109,Nebraska,285407,0.0074980641680127,0.0349010360642871,0.0347573815638719,0.128910643396973,0.871089356603027,17
Sarpy County,31153,Nebraska,158840,0.00461470662301687,0.0211092923696802,0.0397947620246789,0.125667338201964,0.874332661798036,17
Washington County,31177,Nebraska,20234,0.00217455767520016,0.00266877532865474,0.00602945537214589,0.027725610358802,0.972274389641198,16
Clark County,32003,Nevada,1951269,0.00739108754354218,0.0865236930428352,0.104741580991652,0.391108043022259,0.608891956977741,33
Douglas County,32005,Nevada,46997,0.0190650467051088,0.0154265165861651,0.00427686873630232,0.10355980168947,0.89644019831053,70
Washoe County,32031,Nevada,421407,0.0171069773401961,0.0517077314804927,0.0232886496902045,0.23098097563638,0.76901902436362,75
Carson City,32510,Nevada,55274,0.0236277454137569,0.0213662843289793,0.0190686398668452,0.189365705394942,0.810634294605059,61
Belknap County,33001,New Hampshire,60088,0.00209692451071761,0.0116329383570763,0.00464318998801757,0.0337671415257622,0.966232858474238,10
Cheshire County,33005,New Hampshire,77117,0.00250269071670319,0.0119428919693453,0.00505725067105826,0.0373199164905274,0.962680083509473,18
Grafton County,33009,New Hampshire,89118,0.00369173455418658,0.029545097511165,0.00929105231266411,0.0643192172176216,0.935680782782378,14
Hillsborough County,33011,New Hampshire,400721,0.00239817728544299,0.0323267310672513,0.0207076744168636,0.0962465156555309,0.903753484344469,9
Rockingham County,33015,New Hampshire,295223,0.00164621320154595,0.0167432754223079,0.00676099084420929,0.0449050378866145,0.955094962113385,13
Atlantic County,34001,New Jersey,274549,0.00382445392261491,0.0750139319392895,0.160765473558454,0.345960101839744,0.654039898160256,16
Camden County,34007,New Jersey,513657,0.00313049369520906,0.0511177692506867,0.195540993308764,0.347056498791995,0.652943501208005,19
Cumberland County,34011,New Jersey,156898,0.0111282489260539,0.0121543933001058,0.202303407309207,0.372649746969369,0.627350253030631,16
Essex County,34013,New Jersey,783969,0.00389811331825621,0.0456510397732563,0.408790398599945,0.57413111998051,0.425868880019491,21
Hunterdon County,34019,New Jersey,128349,0.00130113986084816,0.0325752440611146,0.0268876267053113,0.0863660799850408,0.913633920014959,18
Mercer County,34021,New Jersey,366513,0.00325772892093868,0.0893610867827335,0.202770433790889,0.386076346541596,0.613923653458404,16
Middlesex County,34023,New Jersey,809858,0.00342899619439457,0.213979487762052,0.0968836512079895,0.413984920813278,0.586015079186722,21
Ocean County,34029,New Jersey,576567,0.00167543407791289,0.0174845247820288,0.0315037107569459,0.0901716539448147,0.909828346055185,14
Union County,34039,New Jersey,536499,0.0038769876551494,0.0462983155607,0.220527904059467,0.386668008700855,0.613331991299145,20
Warren County,34041,New Jersey,108692,0.00142604791520995,0.0245924263055239,0.0351267802598167,0.0971092628712325,0.902890737128768,18
Bernalillo County,35001,New Mexico,662564,0.0479108433298519,0.0234316986736376,0.0296605309072029,0.306240604681208,0.693759395318792,25
Dona Ana County,35013,New Mexico,209233,0.0150406484636745,0.0106436365200518,0.0174733431150918,0.259251647684639,0.740748352315361,21
Lea County,35025,New Mexico,64727,0.0118961175398211,0.00503653807530088,0.0408021382112565,0.250096559395615,0.749903440604385,18
Santa Fe County,35049,New Mexico,144170,0.0311160435596865,0.011597419712839,0.00859402094749254,0.238399112159256,0.761600887840744,13
Taos County,35055,New Mexico,32937,0.061663175152564,0.00664905729119228,0.00434162188420318,0.312657497647023,0.687342502352977,16
Albany County,36001,New York,304204,0.00214987311146468,0.0479250765933387,0.12691812073477,0.218047757425938,0.781952242574062,23
Bronx County,36005,New York,1385108,0.0131830875281928,0.0358159796925583,0.364736901382419,0.720962553100553,0.279037446899448,20
Chautauqua County,36013,New York,134905,0.00510729772803084,0.00509988510433268,0.023698157963011,0.0743486156925244,0.925651384307476,12
Erie County,36029,New York,919040,0.00642844707520891,0.0258846187325905,0.134848319986072,0.199986942896936,0.800013057103064,19
Essex County,36031,New York,39370,0.0032004064008128,0.00668021336042672,0.027254254508509,0.0576581153162306,0.942341884683769,9
Monroe County,36055,New York,744344,0.002869640918715,0.0326206700127898,0.15204126049246,0.238880141439979,0.761119858560021,15
Onondaga County,36067,New York,467026,0.00817513371846535,0.0309490263925349,0.109672694882084,0.188728250675551,0.811271749324449,14
Queens County,36081,New York,2230722,0.00688745616889958,0.229426616135942,0.191275739424276,0.602795417806432,0.397204582193568,16
Steuben County,36101,New York,98990,0.00232346701687039,0.0117284574199414,0.0155571269825235,0.0472269926255177,0.952773007374482,12
Buncombe County,37021,North Carolina,238318,0.00397787829706527,0.0101419112278552,0.0638264839416242,0.126410929933954,0.873589070066046,12
Catawba County,37035,North Carolina,154358,0.00316796019642649,0.0346726441130359,0.0844854170175825,0.18273753223027,0.81726246776973,17
Cumberland County,37051,North Carolina,319431,0.0160911120085402,0.0221957167588619,0.366642561304319,0.486386731406783,0.513613268593217,17
Davidson County,37057,North Carolina,162878,0.00487481427817139,0.0122422917766672,0.0885386608381734,0.156675548570095,0.843324451429905,19
Durham County,37063,North Carolina,267587,0.00500398001397676,0.0458841423537018,0.379603642927347,0.535575345588538,0.464424654411462,18
Forsyth County,37067,North Carolina,350670,0.00415490347049933,0.0185216870562067,0.260150568910942,0.376858584994439,0.623141415005561,26
Guilford County,37081,North Carolina,488406,0.00531115506361511,0.039262416923625,0.32534203101518,0.42972649803647,0.57027350196353,15
Jackson County,37099,North Carolina,40271,0.0944600332745648,0.00864145414814631,0.0184996647711753,0.168409028829679,0.831590971170321,14
Johnston County,37101,North Carolina,168878,0.00556022690936653,0.00604578453084475,0.151268963393693,0.257754118357631,0.742245881642369,17
Mecklenburg County,37119,North Carolina,919628,0.00463339524242411,0.0460534042025689,0.307519997216266,0.446574049506975,0.553425950493026,18
Mitchell County,37121,North Carolina,15579,0.00417228320174594,0.00320944861672765,0.00372296039540407,0.0471788946658964,0.952821105334104,12
Montgomery County,37123,North Carolina,27798,0.00431685732786531,0.015864450679905,0.188179005683862,0.31066983236204,0.68933016763796,14
New Hanover County,37129,North Carolina,202667,0.00495887342290556,0.0118914278101516,0.14756719150133,0.209057221945359,0.790942778054641,13
Pitt County,37147,North Carolina,168148,0.00346123652972381,0.0155398815329353,0.34051549825154,0.410786925803459,0.589213074196541,13
Rowan County,37159,North Carolina,138428,0.00338081890946918,0.0100124252318895,0.161759181668449,0.234815210795504,0.765184789204496,18
Swain County,37173,North Carolina,13981,0.270009298333453,0.00479221801015664,0.00543594878764037,0.333738645304342,0.666261354695658,15
Wake County,37183,North Carolina,900993,0.00499781907295617,0.0538883209969445,0.2070049378852,0.336791739780442,0.663208260219558,20
Billings County,38007,North Dakota,783,0.00383141762452107,0.00510855683269476,0.00255427841634738,0.0140485312899106,0.985951468710089,12
Burke County,38013,North Dakota,1968,0.0076219512195122,0.00711382113821138,0.00203252032520325,0.0223577235772358,0.977642276422764,13
Burleigh County,38015,North Dakota,81308,0.0417302110493432,0.00482117380823535,0.00594037487086142,0.0697840310916515,0.930215968908349,15
Cass County,38017,North Dakota,149778,0.0121980531186156,0.0235815673863985,0.0228872063988036,0.0832565530318204,0.91674344696818,14
Dunn County,38025,North Dakota,3536,0.12697963800905,0.00282805429864253,0.00226244343891403,0.150735294117647,0.849264705882353,10
McKenzie County,38053,North Dakota,6360,0.222012578616352,0.0029874213836478,0.00125786163522013,0.246540880503145,0.753459119496855,12
Mercer County,38057,North Dakota,8424,0.0232668566001899,0.00320512820512821,0.00201804368471035,0.0441595441595442,0.955840455840456,11
Oliver County,38065,North Dakota,1846,0.0151679306608884,0.00216684723726977,0.00162513542795233,0.0270855904658722,0.972914409534128,13
Ward County,38101,North Dakota,61675,0.0264288609647345,0.00945277665180381,0.0250020267531415,0.0965869477097689,0.903413052290231,12
Allen County,39003,Ohio,106331,0.00194675118262783,0.00695940036301737,0.11886467728132,0.162154028458305,0.837845971541695,13
Cuyahoga County,39035,Ohio,1280122,0.00201387055296292,0.025687395420124,0.297001379556011,0.364042645935309,0.635957354064691,22
Franklin County,39049,Ohio,1163414,0.00245140594835544,0.0386758282090468,0.212499591718855,0.307540565955026,0.692459434044975,18
Hamilton County,39061,Ohio,802374,0.00201526968720322,0.0201676524912323,0.256678307123611,0.311630237270899,0.688369762729101,25
Lake County,39085,Ohio,230041,0.00118674497154855,0.0113501506253233,0.0317595559052517,0.0753257028094992,0.924674297190501,16
Lorain County,39093,Ohio,301356,0.00293008932956371,0.00932783817146498,0.0856097107739683,0.15246419517116,0.84753580482884,15
Medina County,39103,Ohio,172332,0.00143327994800733,0.00963256969106144,0.0117621799781816,0.0388204164055428,0.961179583594457,16
Montgomery County,39113,Ohio,535153,0.00232083161264162,0.0173277548663653,0.20904302134156,0.261385061842127,0.738614938157873,20
